date,Country,Continent,New_cases,Cumulative_cases,New_deaths,Cumulative_deaths,vaccine,total_vaccinations
2021-03-14,Czechia,Europe,79038,1413988,1523,23780,Johnson&Johnson,28
2021-03-14,Czechia,Europe,79038,1413988,1523,23780,Moderna,82821
2021-03-14,Czechia,Europe,79038,1413988,1523,23780,AstraZeneca,134260
2021-03-14,Czechia,Europe,79038,1413988,1523,23780,Pfizer-BioNTech,898340
2021-03-21,Czechia,Europe,67088,1481076,1459,25239,Johnson&Johnson,49
2021-03-21,Czechia,Europe,67088,1481076,1459,25239,Moderna,121472
2021-03-21,Czechia,Europe,67088,1481076,1459,25239,AstraZeneca,181272
2021-03-21,Czechia,Europe,67088,1481076,1459,25239,Pfizer-BioNTech,1072045
2021-03-28,Czechia,Europe,51053,1532129,1280,26519,Moderna,143312
2021-03-28,Czechia,Europe,51053,1532129,1280,26519,AstraZeneca,217993
2021-03-28,Czechia,Europe,51053,1532129,1280,26519,Pfizer-BioNTech,1242794
2021-04-04,Czechia,Europe,37537,1569666,1007,27526,Johnson&Johnson,124
2021-04-04,Czechia,Europe,37537,1569666,1007,27526,Moderna,185624
2021-04-04,Czechia,Europe,37537,1569666,1007,27526,AstraZeneca,237605
2021-04-04,Czechia,Europe,37537,1569666,1007,27526,Pfizer-BioNTech,1421352
2021-04-11,Czechia,Europe,28894,1598560,847,28373,Johnson&Johnson,247
2021-04-11,Czechia,Europe,28894,1598560,847,28373,Moderna,220631
2021-04-11,Czechia,Europe,28894,1598560,847,28373,AstraZeneca,275821
2021-04-11,Czechia,Europe,28894,1598560,847,28373,Pfizer-BioNTech,1639153
2021-04-18,Czechia,Europe,22178,1620738,587,28960,Moderna,273394
2021-04-18,Czechia,Europe,22178,1620738,587,28960,AstraZeneca,321162
2021-04-18,Czechia,Europe,22178,1620738,587,28960,Pfizer-BioNTech,1920849
2021-04-25,Czechia,Europe,17828,1638566,445,29405,Johnson&Johnson,549
2021-04-25,Czechia,Europe,17828,1638566,445,29405,Moderna,304856
2021-04-25,Czechia,Europe,17828,1638566,445,29405,AstraZeneca,356375
2021-04-25,Czechia,Europe,17828,1638566,445,29405,Pfizer-BioNTech,2209516
2021-05-02,Czechia,Europe,15073,1653639,358,29763,Johnson&Johnson,6690
2021-05-02,Czechia,Europe,15073,1653639,358,29763,Moderna,337414
2021-05-02,Czechia,Europe,15073,1653639,358,29763,AstraZeneca,386358
2021-05-02,Czechia,Europe,15073,1653639,358,29763,Pfizer-BioNTech,2523865
2021-05-09,Czechia,Europe,11224,1664863,263,30026,Johnson&Johnson,15434
2021-05-09,Czechia,Europe,11224,1664863,263,30026,Moderna,365804
2021-05-09,Czechia,Europe,11224,1664863,263,30026,AstraZeneca,414228
2021-05-09,Czechia,Europe,11224,1664863,263,30026,Pfizer-BioNTech,2915570
2021-05-16,Czechia,Europe,7982,1672845,190,30216,Johnson&Johnson,23272
2021-05-16,Czechia,Europe,7982,1672845,190,30216,Moderna,400681
2021-05-16,Czechia,Europe,7982,1672845,190,30216,AstraZeneca,451059
2021-05-16,Czechia,Europe,7982,1672845,190,30216,Pfizer-BioNTech,3324331
2021-05-23,Czechia,Europe,5241,1678086,108,30324,Johnson&Johnson,29667
2021-05-23,Czechia,Europe,5241,1678086,108,30324,Moderna,445324
2021-05-23,Czechia,Europe,5241,1678086,108,30324,AstraZeneca,484352
2021-05-23,Czechia,Europe,5241,1678086,108,30324,Pfizer-BioNTech,3765139
2021-05-30,Czechia,Europe,3400,1681486,67,30391,Johnson&Johnson,39049
2021-05-30,Czechia,Europe,3400,1681486,67,30391,Moderna,496403
2021-05-30,Czechia,Europe,3400,1681486,67,30391,AstraZeneca,537023
2021-05-30,Czechia,Europe,3400,1681486,67,30391,Pfizer-BioNTech,4217113
2021-06-06,Czechia,Europe,2461,1683947,39,30430,Johnson&Johnson,51938
2021-06-06,Czechia,Europe,2461,1683947,39,30430,Moderna,544862
2021-06-06,Czechia,Europe,2461,1683947,39,30430,AstraZeneca,594338
2021-06-06,Czechia,Europe,2461,1683947,39,30430,Pfizer-BioNTech,4748227
2021-06-13,Czechia,Europe,1542,1685489,28,30458,Johnson&Johnson,68191
2021-06-13,Czechia,Europe,1542,1685489,28,30458,Moderna,590987
2021-06-13,Czechia,Europe,1542,1685489,28,30458,AstraZeneca,645513
2021-06-13,Czechia,Europe,1542,1685489,28,30458,Pfizer-BioNTech,5323346
2021-06-20,Czechia,Europe,978,1686467,16,30474,Johnson&Johnson,79673
2021-06-20,Czechia,Europe,978,1686467,16,30474,Moderna,637744
2021-06-20,Czechia,Europe,978,1686467,16,30474,AstraZeneca,685179
2021-06-20,Czechia,Europe,978,1686467,16,30474,Pfizer-BioNTech,5907738
2021-06-27,Czechia,Europe,732,1687199,12,30486,Johnson&Johnson,88137
2021-06-27,Czechia,Europe,732,1687199,12,30486,Moderna,689104
2021-06-27,Czechia,Europe,732,1687199,12,30486,AstraZeneca,724709
2021-06-27,Czechia,Europe,732,1687199,12,30486,Pfizer-BioNTech,6472219
2021-07-04,Czechia,Europe,1020,1688219,5,30491,Johnson&Johnson,95759
2021-07-04,Czechia,Europe,1020,1688219,5,30491,Moderna,745059
2021-07-04,Czechia,Europe,1020,1688219,5,30491,AstraZeneca,767760
2021-07-04,Czechia,Europe,1020,1688219,5,30491,Pfizer-BioNTech,7001017
2021-07-11,Czechia,Europe,1393,1689612,3,30494,Johnson&Johnson,99640
2021-07-11,Czechia,Europe,1393,1689612,3,30494,Moderna,772957
2021-07-11,Czechia,Europe,1393,1689612,3,30494,AstraZeneca,787252
2021-07-11,Czechia,Europe,1393,1689612,3,30494,Pfizer-BioNTech,7380564
2021-07-18,Czechia,Europe,1700,1691312,4,30498,Johnson&Johnson,110694
2021-07-18,Czechia,Europe,1700,1691312,4,30498,Moderna,817693
2021-07-18,Czechia,Europe,1700,1691312,4,30498,AstraZeneca,818941
2021-07-18,Czechia,Europe,1700,1691312,4,30498,Pfizer-BioNTech,7843354
2021-07-25,Czechia,Europe,1459,1692771,4,30502,Johnson&Johnson,125450
2021-07-25,Czechia,Europe,1459,1692771,4,30502,Moderna,848554
2021-07-25,Czechia,Europe,1459,1692771,4,30502,AstraZeneca,841398
2021-07-25,Czechia,Europe,1459,1692771,4,30502,Pfizer-BioNTech,8249267
2021-08-01,Czechia,Europe,1252,1694023,2,30504,Johnson&Johnson,144722
2021-08-01,Czechia,Europe,1252,1694023,2,30504,Moderna,864454
2021-08-01,Czechia,Europe,1252,1694023,2,30504,AstraZeneca,860021
2021-08-01,Czechia,Europe,1252,1694023,2,30504,Pfizer-BioNTech,8565898
2021-08-08,Czechia,Europe,1216,1695239,6,30510,Johnson&Johnson,162038
2021-08-08,Czechia,Europe,1216,1695239,6,30510,Moderna,874116
2021-08-08,Czechia,Europe,1216,1695239,6,30510,AstraZeneca,871698
2021-08-08,Czechia,Europe,1216,1695239,6,30510,Pfizer-BioNTech,8835517
2021-08-15,Czechia,Europe,1356,1696595,2,30512,Johnson&Johnson,175075
2021-08-15,Czechia,Europe,1356,1696595,2,30512,Moderna,882904
2021-08-15,Czechia,Europe,1356,1696595,2,30512,AstraZeneca,878189
2021-08-15,Czechia,Europe,1356,1696595,2,30512,Pfizer-BioNTech,9084593
2021-08-22,Czechia,Europe,1322,1697917,13,30525,Johnson&Johnson,187882
2021-08-22,Czechia,Europe,1322,1697917,13,30525,Moderna,891777
2021-08-22,Czechia,Europe,1322,1697917,13,30525,AstraZeneca,881871
2021-08-22,Czechia,Europe,1322,1697917,13,30525,Pfizer-BioNTech,9304798
2021-08-29,Czechia,Europe,1395,1699312,7,30532,Johnson&Johnson,200295
2021-08-29,Czechia,Europe,1395,1699312,7,30532,Moderna,899632
2021-08-29,Czechia,Europe,1395,1699312,7,30532,AstraZeneca,883639
2021-08-29,Czechia,Europe,1395,1699312,7,30532,Pfizer-BioNTech,9490337
2021-09-05,Czechia,Europe,1741,1701053,3,30535,Johnson&Johnson,210070
2021-09-05,Czechia,Europe,1741,1701053,3,30535,Moderna,907415
2021-09-05,Czechia,Europe,1741,1701053,3,30535,AstraZeneca,884823
2021-09-05,Czechia,Europe,1741,1701053,3,30535,Pfizer-BioNTech,9595055
2021-09-12,Czechia,Europe,2674,1703727,6,30541,Johnson&Johnson,218426
2021-09-12,Czechia,Europe,2674,1703727,6,30541,Moderna,912927
2021-09-12,Czechia,Europe,2674,1703727,6,30541,AstraZeneca,885277
2021-09-12,Czechia,Europe,2674,1703727,6,30541,Pfizer-BioNTech,9665974
2021-09-19,Czechia,Europe,3104,1706831,16,30557,Johnson&Johnson,226969
2021-09-19,Czechia,Europe,3104,1706831,16,30557,Moderna,917797
2021-09-19,Czechia,Europe,3104,1706831,16,30557,AstraZeneca,885580
2021-09-19,Czechia,Europe,3104,1706831,16,30557,Pfizer-BioNTech,9724724
2021-09-26,Czechia,Europe,3340,1710171,15,30572,Johnson&Johnson,234109
2021-09-26,Czechia,Europe,3340,1710171,15,30572,Moderna,921993
2021-09-26,Czechia,Europe,3340,1710171,15,30572,AstraZeneca,885887
2021-09-26,Czechia,Europe,3340,1710171,15,30572,Pfizer-BioNTech,9775337
2021-10-03,Czechia,Europe,4525,1714696,11,30583,Johnson&Johnson,239311
2021-10-03,Czechia,Europe,4525,1714696,11,30583,Moderna,926128
2021-10-03,Czechia,Europe,4525,1714696,11,30583,AstraZeneca,886041
2021-10-03,Czechia,Europe,4525,1714696,11,30583,Pfizer-BioNTech,9817072
2021-10-10,Czechia,Europe,6141,1720837,26,30609,Johnson&Johnson,244923
2021-10-10,Czechia,Europe,6141,1720837,26,30609,Moderna,930775
2021-10-10,Czechia,Europe,6141,1720837,26,30609,AstraZeneca,886182
2021-10-10,Czechia,Europe,6141,1720837,26,30609,Pfizer-BioNTech,9864899
2021-10-17,Czechia,Europe,9397,1730234,47,30656,Johnson&Johnson,250808
2021-10-17,Czechia,Europe,9397,1730234,47,30656,Moderna,935466
2021-10-17,Czechia,Europe,9397,1730234,47,30656,Pfizer-BioNTech,9917705
2021-10-24,Czechia,Europe,21024,1751258,79,30735,Johnson&Johnson,262043
2021-10-24,Czechia,Europe,21024,1751258,79,30735,Moderna,944372
2021-10-24,Czechia,Europe,21024,1751258,79,30735,AstraZeneca,886416
2021-10-24,Czechia,Europe,21024,1751258,79,30735,Pfizer-BioNTech,10025993
2021-10-31,Czechia,Europe,34304,1785562,156,30891,Johnson&Johnson,282617
2021-10-31,Czechia,Europe,34304,1785562,156,30891,Moderna,956798
2021-10-31,Czechia,Europe,34304,1785562,156,30891,AstraZeneca,886599
2021-10-31,Czechia,Europe,34304,1785562,156,30891,Pfizer-BioNTech,10170135
2021-11-07,Czechia,Europe,54713,1840275,298,31189,Johnson&Johnson,311891
2021-11-07,Czechia,Europe,54713,1840275,298,31189,Moderna,982394
2021-11-07,Czechia,Europe,54713,1840275,298,31189,AstraZeneca,886640
2021-11-07,Czechia,Europe,54713,1840275,298,31189,Pfizer-BioNTech,10384479
2021-11-14,Czechia,Europe,76286,1916561,441,31630,Johnson&Johnson,338655
2021-11-14,Czechia,Europe,76286,1916561,441,31630,Moderna,1007989
2021-11-14,Czechia,Europe,76286,1916561,441,31630,AstraZeneca,886684
2021-11-14,Czechia,Europe,76286,1916561,441,31630,Pfizer-BioNTech,10594849
2021-11-21,Czechia,Europe,107749,2024310,642,32272,Johnson&Johnson,364066
2021-11-21,Czechia,Europe,107749,2024310,642,32272,Moderna,1031743
2021-11-21,Czechia,Europe,107749,2024310,642,32272,Pfizer-BioNTech,10794265
2021-11-28,Czechia,Europe,131080,2155390,768,33040,Johnson&Johnson,385928
2021-11-28,Czechia,Europe,131080,2155390,768,33040,Moderna,1068334
2021-11-28,Czechia,Europe,131080,2155390,768,33040,AstraZeneca,886773
2021-11-28,Czechia,Europe,131080,2155390,768,33040,Pfizer-BioNTech,11072181
2021-12-05,Czechia,Europe,120518,2275908,848,33888,Johnson&Johnson,397020
2021-12-05,Czechia,Europe,120518,2275908,848,33888,Moderna,1130847
2021-12-05,Czechia,Europe,120518,2275908,848,33888,AstraZeneca,886820
2021-12-05,Czechia,Europe,120518,2275908,848,33888,Pfizer-BioNTech,11475510
2021-12-12,Czechia,Europe,95994,2371902,798,34686,Johnson&Johnson,401925
2021-12-12,Czechia,Europe,95994,2371902,798,34686,Moderna,1200779
2021-12-12,Czechia,Europe,95994,2371902,798,34686,AstraZeneca,886868
2021-12-12,Czechia,Europe,95994,2371902,798,34686,Pfizer-BioNTech,11933841
2021-12-19,Czechia,Europe,70819,2442721,775,35461,Johnson&Johnson,404583
2021-12-19,Czechia,Europe,70819,2442721,775,35461,Moderna,1268774
2021-12-19,Czechia,Europe,70819,2442721,775,35461,Pfizer-BioNTech,12380638
2021-12-26,Czechia,Europe,43730,2486451,527,35988,Moderna,1304367
2021-12-26,Czechia,Europe,43730,2486451,527,35988,Pfizer-BioNTech,12629915
2022-01-02,Czechia,Europe,37317,2523768,448,36436,Johnson&Johnson,406653
2022-01-02,Czechia,Europe,37317,2523768,448,36436,Moderna,1337591
2022-01-02,Czechia,Europe,37317,2523768,448,36436,Pfizer-BioNTech,12878469
2022-01-09,Czechia,Europe,49854,2573622,361,36797,Johnson&Johnson,408108
2022-01-09,Czechia,Europe,49854,2573622,361,36797,Moderna,1407492
2022-01-09,Czechia,Europe,49854,2573622,361,36797,Pfizer-BioNTech,13330948
2022-01-16,Czechia,Europe,76148,2649770,239,37036,Johnson&Johnson,409463
2022-01-16,Czechia,Europe,76148,2649770,239,37036,Moderna,1470966
2022-01-16,Czechia,Europe,76148,2649770,239,37036,AstraZeneca,887041
2022-01-16,Czechia,Europe,76148,2649770,239,37036,Pfizer-BioNTech,13736037
2022-01-23,Czechia,Europe,174118,2823888,175,37211,Johnson&Johnson,410408
2022-01-23,Czechia,Europe,174118,2823888,175,37211,Moderna,1509677
2022-01-23,Czechia,Europe,174118,2823888,175,37211,Pfizer-BioNTech,13994638
2022-01-30,Czechia,Europe,279661,3103549,157,37368,Johnson&Johnson,411091
2022-01-30,Czechia,Europe,279661,3103549,157,37368,Moderna,1534849
2022-01-30,Czechia,Europe,279661,3103549,157,37368,Pfizer-BioNTech,14196941
2022-02-06,Czechia,Europe,286572,3390121,289,37657,Johnson&Johnson,411530
2022-02-06,Czechia,Europe,286572,3390121,289,37657,Moderna,1551334
2022-02-06,Czechia,Europe,286572,3390121,289,37657,Pfizer-BioNTech,14333291
2022-02-13,Czechia,Europe,189772,3579893,388,38045,Johnson&Johnson,411808
2022-02-13,Czechia,Europe,189772,3579893,388,38045,Moderna,1561126
2022-02-13,Czechia,Europe,189772,3579893,388,38045,Pfizer-BioNTech,14416341
2022-02-20,Czechia,Europe,129271,3709164,377,38422,Johnson&Johnson,411985
2022-02-20,Czechia,Europe,129271,3709164,377,38422,Moderna,1568141
2022-02-20,Czechia,Europe,129271,3709164,377,38422,Pfizer-BioNTech,14472441
2022-02-27,Czechia,Europe,80424,3789588,357,38779,Johnson&Johnson,412170
2022-02-27,Czechia,Europe,80424,3789588,357,38779,Moderna,1573177
2022-02-27,Czechia,Europe,80424,3789588,357,38779,Pfizer-BioNTech,14514987
2022-03-06,Czechia,Europe,65371,3854959,300,39079,Moderna,1576643
2022-03-06,Czechia,Europe,65371,3854959,300,39079,Novavax,297
2022-03-06,Czechia,Europe,65371,3854959,300,39079,Pfizer-BioNTech,14540916
2022-03-13,Czechia,Europe,63916,3918875,219,39298,Johnson&Johnson,412408
2022-03-13,Czechia,Europe,63916,3918875,219,39298,Moderna,1579341
2022-03-13,Czechia,Europe,63916,3918875,219,39298,Novavax,1270
2022-03-13,Czechia,Europe,63916,3918875,219,39298,Pfizer-BioNTech,14561695
2022-03-20,Czechia,Europe,64737,3983612,192,39490,Moderna,1581933
2022-03-20,Czechia,Europe,64737,3983612,192,39490,Novavax,1983
2022-03-20,Czechia,Europe,64737,3983612,192,39490,Pfizer-BioNTech,14581343
2022-03-27,Czechia,Europe,59392,4043004,194,39684,Moderna,1584294
2022-03-27,Czechia,Europe,59392,4043004,194,39684,Novavax,2711
2022-03-27,Czechia,Europe,59392,4043004,194,39684,Pfizer-BioNTech,14599844
2021-01-24,Ecuador,South America,7424,238232,280,14596,Pfizer-BioNTech,3848
2021-01-31,Ecuador,South America,11547,249779,255,14851,Pfizer-BioNTech,7132
2021-01-31,Ecuador,South America,11547,249779,255,14851,Sinovac,1
2021-02-07,Ecuador,South America,7336,257115,153,15004,AstraZeneca,1
2021-02-07,Ecuador,South America,7336,257115,153,15004,Pfizer-BioNTech,12469
2021-02-07,Ecuador,South America,7336,257115,153,15004,Sinovac,1
2021-02-14,Ecuador,South America,8412,265527,265,15269,AstraZeneca,1
2021-02-14,Ecuador,South America,8412,265527,265,15269,Pfizer-BioNTech,14459
2021-02-14,Ecuador,South America,8412,265527,265,15269,Sinovac,4
2021-02-21,Ecuador,South America,7570,273097,244,15513,AstraZeneca,1
2021-02-21,Ecuador,South America,7570,273097,244,15513,Pfizer-BioNTech,45346
2021-02-21,Ecuador,South America,7570,273097,244,15513,Sinovac,5
2021-02-28,Ecuador,South America,9502,282599,200,15713,AstraZeneca,1
2021-02-28,Ecuador,South America,9502,282599,200,15713,Pfizer-BioNTech,76537
2021-02-28,Ecuador,South America,9502,282599,200,15713,Sinovac,9
2021-03-07,Ecuador,South America,10344,292943,307,16020,AstraZeneca,4
2021-03-07,Ecuador,South America,10344,292943,307,16020,Pfizer-BioNTech,130329
2021-03-07,Ecuador,South America,10344,292943,307,16020,Sinovac,164
2021-03-14,Ecuador,South America,7723,300666,195,16215,AstraZeneca,5
2021-03-14,Ecuador,South America,7723,300666,195,16215,Pfizer-BioNTech,229550
2021-03-14,Ecuador,South America,7723,300666,195,16215,Sinovac,11533
2021-03-21,Ecuador,South America,10202,310868,220,16435,AstraZeneca,7
2021-03-21,Ecuador,South America,10202,310868,220,16435,Pfizer-BioNTech,280830
2021-03-21,Ecuador,South America,10202,310868,220,16435,Sinovac,14364
2021-03-28,Ecuador,South America,11831,322699,244,16679,AstraZeneca,7
2021-03-28,Ecuador,South America,11831,322699,244,16679,Pfizer-BioNTech,408971
2021-03-28,Ecuador,South America,11831,322699,244,16679,Sinovac,14422
2021-04-04,Ecuador,South America,10476,333175,250,16929,AstraZeneca,12034
2021-04-04,Ecuador,South America,10476,333175,250,16929,Pfizer-BioNTech,499631
2021-04-04,Ecuador,South America,10476,333175,250,16929,Sinovac,14495
2021-04-11,Ecuador,South America,11702,344877,346,17275,AstraZeneca,44935
2021-04-11,Ecuador,South America,11702,344877,346,17275,Pfizer-BioNTech,622489
2021-04-11,Ecuador,South America,11702,344877,346,17275,Sinovac,21622
2021-04-18,Ecuador,South America,13280,358157,366,17641,AstraZeneca,59260
2021-04-18,Ecuador,South America,13280,358157,366,17641,Pfizer-BioNTech,673555
2021-04-18,Ecuador,South America,13280,358157,366,17641,Sinovac,177411
2021-04-25,Ecuador,South America,14597,372754,517,18158,AstraZeneca,73348
2021-04-25,Ecuador,South America,14597,372754,517,18158,Pfizer-BioNTech,710198
2021-04-25,Ecuador,South America,14597,372754,517,18158,Sinovac,415679
2021-05-02,Ecuador,South America,11835,384589,566,18724,AstraZeneca,235401
2021-05-02,Ecuador,South America,11835,384589,566,18724,Pfizer-BioNTech,771824
2021-05-02,Ecuador,South America,11835,384589,566,18724,Sinovac,589675
2021-05-09,Ecuador,South America,14332,398921,413,19137,AstraZeneca,369755
2021-05-09,Ecuador,South America,14332,398921,413,19137,Pfizer-BioNTech,837925
2021-05-09,Ecuador,South America,14332,398921,413,19137,Sinovac,658194
2021-05-16,Ecuador,South America,10599,409520,555,19692,AstraZeneca,409649
2021-05-16,Ecuador,South America,10599,409520,555,19692,Pfizer-BioNTech,968097
2021-05-16,Ecuador,South America,10599,409520,555,19692,Sinovac,766049
2021-05-23,Ecuador,South America,8320,417840,488,20180,AstraZeneca,493591
2021-05-23,Ecuador,South America,8320,417840,488,20180,Pfizer-BioNTech,1175046
2021-05-23,Ecuador,South America,8320,417840,488,20180,Sinovac,926972
2021-05-30,Ecuador,South America,6901,424741,305,20485,AstraZeneca,521122
2021-05-30,Ecuador,South America,6901,424741,305,20485,Pfizer-BioNTech,1246974
2021-05-30,Ecuador,South America,6901,424741,305,20485,Sinovac,1069544
2021-06-06,Ecuador,South America,6688,431429,288,20773,AstraZeneca,606626
2021-06-06,Ecuador,South America,6688,431429,288,20773,Pfizer-BioNTech,1414572
2021-06-06,Ecuador,South America,6688,431429,288,20773,Sinovac,1233657
2021-06-13,Ecuador,South America,6679,438108,245,21018,AstraZeneca,687422
2021-06-13,Ecuador,South America,6679,438108,245,21018,Pfizer-BioNTech,1534391
2021-06-13,Ecuador,South America,6679,438108,245,21018,Sinovac,1456412
2021-06-20,Ecuador,South America,7478,445586,266,21284,AstraZeneca,908517
2021-06-20,Ecuador,South America,7478,445586,266,21284,Pfizer-BioNTech,1629447
2021-06-20,Ecuador,South America,7478,445586,266,21284,Sinovac,1627294
2021-06-27,Ecuador,South America,7776,453362,201,21485,AstraZeneca,1225459
2021-06-27,Ecuador,South America,7776,453362,201,21485,Pfizer-BioNTech,1694738
2021-06-27,Ecuador,South America,7776,453362,201,21485,Sinovac,1686868
2021-07-04,Ecuador,South America,8780,462142,175,21660,AstraZeneca,1317093
2021-07-04,Ecuador,South America,8780,462142,175,21660,Pfizer-BioNTech,1813690
2021-07-04,Ecuador,South America,8780,462142,175,21660,Sinovac,2038180
2021-07-11,Ecuador,South America,5834,467976,154,21814,AstraZeneca,1333998
2021-07-11,Ecuador,South America,5834,467976,154,21814,Pfizer-BioNTech,2467694
2021-07-11,Ecuador,South America,5834,467976,154,21814,Sinovac,2837252
2021-07-18,Ecuador,South America,7239,475215,119,21933,AstraZeneca,1347743
2021-07-18,Ecuador,South America,7239,475215,119,21933,Pfizer-BioNTech,2844900
2021-07-18,Ecuador,South America,7239,475215,119,21933,Sinovac,4889173
2021-07-25,Ecuador,South America,5505,480720,8864,30797,AstraZeneca,1415458
2021-07-25,Ecuador,South America,5505,480720,8864,30797,Pfizer-BioNTech,3210522
2021-07-25,Ecuador,South America,5505,480720,8864,30797,Sinovac,6216221
2021-08-01,Ecuador,South America,6652,487372,834,31631,AstraZeneca,1488815
2021-08-01,Ecuador,South America,6652,487372,834,31631,Pfizer-BioNTech,3843327
2021-08-01,Ecuador,South America,6652,487372,834,31631,Sinovac,7309281
2021-08-08,Ecuador,South America,4459,491831,157,31788,CanSino,41
2021-08-08,Ecuador,South America,4459,491831,157,31788,AstraZeneca,1589043
2021-08-08,Ecuador,South America,4459,491831,157,31788,Pfizer-BioNTech,4473660
2021-08-08,Ecuador,South America,4459,491831,157,31788,Sinovac,8137117
2021-08-15,Ecuador,South America,2988,494819,166,31954,CanSino,2580
2021-08-15,Ecuador,South America,2988,494819,166,31954,AstraZeneca,1643051
2021-08-15,Ecuador,South America,2988,494819,166,31954,Pfizer-BioNTech,4814247
2021-08-15,Ecuador,South America,2988,494819,166,31954,Sinovac,9099209
2021-08-22,Ecuador,South America,3795,498614,131,32085,CanSino,39401
2021-08-22,Ecuador,South America,3795,498614,131,32085,AstraZeneca,1712496
2021-08-22,Ecuador,South America,3795,498614,131,32085,Pfizer-BioNTech,5142266
2021-08-22,Ecuador,South America,3795,498614,131,32085,Sinovac,10759230
2021-08-29,Ecuador,South America,2435,501049,138,32223,CanSino,138651
2021-08-29,Ecuador,South America,2435,501049,138,32223,AstraZeneca,1895976
2021-08-29,Ecuador,South America,2435,501049,138,32223,Pfizer-BioNTech,5474674
2021-08-29,Ecuador,South America,2435,501049,138,32223,Sinovac,11606050
2021-09-05,Ecuador,South America,2465,503514,111,32334,CanSino,248738
2021-09-05,Ecuador,South America,2465,503514,111,32334,AstraZeneca,2010070
2021-09-05,Ecuador,South America,2465,503514,111,32334,Pfizer-BioNTech,5622610
2021-09-05,Ecuador,South America,2465,503514,111,32334,Sinovac,11960678
2021-09-12,Ecuador,South America,1561,505075,31,32365,CanSino,306378
2021-09-12,Ecuador,South America,1561,505075,31,32365,AstraZeneca,2086223
2021-09-12,Ecuador,South America,1561,505075,31,32365,Pfizer-BioNTech,5704401
2021-09-12,Ecuador,South America,1561,505075,31,32365,Sinovac,12097497
2021-09-19,Ecuador,South America,1464,506539,269,32634,CanSino,340839
2021-09-19,Ecuador,South America,1464,506539,269,32634,AstraZeneca,2137237
2021-09-19,Ecuador,South America,1464,506539,269,32634,Pfizer-BioNTech,5839186
2021-09-19,Ecuador,South America,1464,506539,269,32634,Sinovac,12155605
2021-09-26,Ecuador,South America,1533,508072,98,32732,CanSino,358341
2021-09-26,Ecuador,South America,1533,508072,98,32732,AstraZeneca,2193329
2021-09-26,Ecuador,South America,1533,508072,98,32732,Pfizer-BioNTech,5911445
2021-09-26,Ecuador,South America,1533,508072,98,32732,Sinovac,12154634
2021-10-03,Ecuador,South America,2547,510619,59,32791,CanSino,376261
2021-10-03,Ecuador,South America,2547,510619,59,32791,AstraZeneca,2230202
2021-10-03,Ecuador,South America,2547,510619,59,32791,Pfizer-BioNTech,6144321
2021-10-03,Ecuador,South America,2547,510619,59,32791,Sinovac,12232363
2021-10-10,Ecuador,South America,1279,511898,56,32847,CanSino,387367
2021-10-10,Ecuador,South America,1279,511898,56,32847,AstraZeneca,2252793
2021-10-10,Ecuador,South America,1279,511898,56,32847,Pfizer-BioNTech,6269100
2021-10-10,Ecuador,South America,1279,511898,56,32847,Sinovac,12255926
2021-10-17,Ecuador,South America,1404,513302,79,32926,CanSino,396642
2021-10-17,Ecuador,South America,1404,513302,79,32926,AstraZeneca,2284385
2021-10-17,Ecuador,South America,1404,513302,79,32926,Pfizer-BioNTech,6452111
2021-10-17,Ecuador,South America,1404,513302,79,32926,Sinovac,12276923
2021-10-24,Ecuador,South America,2009,515311,22,32948,CanSino,401567
2021-10-24,Ecuador,South America,2009,515311,22,32948,AstraZeneca,2332319
2021-10-24,Ecuador,South America,2009,515311,22,32948,Pfizer-BioNTech,6640312
2021-10-24,Ecuador,South America,2009,515311,22,32948,Sinovac,12604859
2021-10-31,Ecuador,South America,1620,516931,30,32978,CanSino,407415
2021-10-31,Ecuador,South America,1620,516931,30,32978,AstraZeneca,2402233
2021-10-31,Ecuador,South America,1620,516931,30,32978,Pfizer-BioNTech,6815578
2021-10-31,Ecuador,South America,1620,516931,30,32978,Sinovac,12971945
2021-11-07,Ecuador,South America,2044,518975,10,32988,CanSino,409834
2021-11-07,Ecuador,South America,2044,518975,10,32988,AstraZeneca,2447872
2021-11-07,Ecuador,South America,2044,518975,10,32988,Pfizer-BioNTech,6881497
2021-11-07,Ecuador,South America,2044,518975,10,32988,Sinovac,13072254
2021-11-14,Ecuador,South America,2304,521279,82,33070,CanSino,415520
2021-11-14,Ecuador,South America,2304,521279,82,33070,AstraZeneca,2563707
2021-11-14,Ecuador,South America,2304,521279,82,33070,Pfizer-BioNTech,7067182
2021-11-14,Ecuador,South America,2304,521279,82,33070,Sinovac,13325622
2021-11-21,Ecuador,South America,2568,523847,51,33121,CanSino,421129
2021-11-21,Ecuador,South America,2568,523847,51,33121,AstraZeneca,2720874
2021-11-21,Ecuador,South America,2568,523847,51,33121,Pfizer-BioNTech,7251712
2021-11-21,Ecuador,South America,2568,523847,51,33121,Sinovac,13694510
2021-11-28,Ecuador,South America,2290,526137,64,33185,CanSino,435276
2021-11-28,Ecuador,South America,2290,526137,64,33185,AstraZeneca,2853648
2021-11-28,Ecuador,South America,2290,526137,64,33185,Pfizer-BioNTech,7426537
2021-11-28,Ecuador,South America,2290,526137,64,33185,Sinovac,14264403
2021-12-05,Ecuador,South America,2453,528590,262,33447,CanSino,444979
2021-12-05,Ecuador,South America,2453,528590,262,33447,AstraZeneca,3071347
