date,Country,Continent,New_cases,Cumulative_cases,New_deaths,Cumulative_deaths,vaccine,total_vaccinations
2021-01-03,Argentina,South America,60464,1690372,1103,48610,Moderna,2
2021-01-03,Argentina,South America,60464,1690372,1103,48610,AstraZeneca,6
2021-01-03,Argentina,South America,60464,1690372,1103,48610,Sinopharm,1
2021-01-03,Argentina,South America,60464,1690372,1103,48610,Sputnik V,47266
2021-01-10,Argentina,South America,84733,1775105,1415,50025,Moderna,2
2021-01-10,Argentina,South America,84733,1775105,1415,50025,AstraZeneca,7
2021-01-10,Argentina,South America,84733,1775105,1415,50025,Sinopharm,10
2021-01-10,Argentina,South America,84733,1775105,1415,50025,Sputnik V,136034
2021-01-17,Argentina,South America,77946,1853051,1300,51325,Moderna,2
2021-01-17,Argentina,South America,77946,1853051,1300,51325,AstraZeneca,8
2021-01-17,Argentina,South America,77946,1853051,1300,51325,Sinopharm,19
2021-01-17,Argentina,South America,77946,1853051,1300,51325,Sputnik V,233025
2021-01-24,Argentina,South America,79316,1932367,1260,52585,Moderna,2
2021-01-24,Argentina,South America,79316,1932367,1260,52585,AstraZeneca,22
2021-01-24,Argentina,South America,79316,1932367,1260,52585,Sinopharm,23
2021-01-24,Argentina,South America,79316,1932367,1260,52585,Sputnik V,303080
2021-01-31,Argentina,South America,61185,1993552,1131,53716,Moderna,2
2021-01-31,Argentina,South America,61185,1993552,1131,53716,AstraZeneca,71
2021-01-31,Argentina,South America,61185,1993552,1131,53716,Sinopharm,25
2021-01-31,Argentina,South America,61185,1993552,1131,53716,Sputnik V,389626
2021-02-07,Argentina,South America,51269,2044821,948,54664,CanSino,3
2021-02-07,Argentina,South America,51269,2044821,948,54664,Moderna,2
2021-02-07,Argentina,South America,51269,2044821,948,54664,AstraZeneca,140
2021-02-07,Argentina,South America,51269,2044821,948,54664,Sinopharm,66
2021-02-07,Argentina,South America,51269,2044821,948,54664,Sputnik V,532955
2021-02-14,Argentina,South America,50744,2095565,935,55599,CanSino,3
2021-02-14,Argentina,South America,50744,2095565,935,55599,Moderna,2
2021-02-14,Argentina,South America,50744,2095565,935,55599,AstraZeneca,153
2021-02-14,Argentina,South America,50744,2095565,935,55599,Sinopharm,89
2021-02-14,Argentina,South America,50744,2095565,935,55599,Sputnik V,629016
2021-02-21,Argentina,South America,42687,2138252,797,56396,CanSino,3
2021-02-21,Argentina,South America,42687,2138252,797,56396,Moderna,2
2021-02-21,Argentina,South America,42687,2138252,797,56396,AstraZeneca,935
2021-02-21,Argentina,South America,42687,2138252,797,56396,Sinopharm,101
2021-02-21,Argentina,South America,42687,2138252,797,56396,Sputnik V,839697
2021-02-28,Argentina,South America,44701,2182953,831,57227,CanSino,3
2021-02-28,Argentina,South America,44701,2182953,831,57227,Moderna,2
2021-02-28,Argentina,South America,44701,2182953,831,57227,AstraZeneca,263527
2021-02-28,Argentina,South America,44701,2182953,831,57227,Sinopharm,121
2021-02-28,Argentina,South America,44701,2182953,831,57227,Sputnik V,1010370
2021-03-07,Argentina,South America,43723,2226676,884,58111,CanSino,3
2021-03-07,Argentina,South America,43723,2226676,884,58111,Moderna,2
2021-03-07,Argentina,South America,43723,2226676,884,58111,AstraZeneca,467234
2021-03-07,Argentina,South America,43723,2226676,884,58111,Sinopharm,203265
2021-03-07,Argentina,South America,43723,2226676,884,58111,Sputnik V,1115559
2021-03-14,Argentina,South America,50279,2276955,977,59088,CanSino,3
2021-03-14,Argentina,South America,50279,2276955,977,59088,Moderna,2
2021-03-14,Argentina,South America,50279,2276955,977,59088,AstraZeneca,547670
2021-03-14,Argentina,South America,50279,2276955,977,59088,Pfizer-BioNTech,1
2021-03-14,Argentina,South America,50279,2276955,977,59088,Sinopharm,581164
2021-03-14,Argentina,South America,50279,2276955,977,59088,Sputnik V,1443321
2021-03-21,Argentina,South America,51631,2328586,994,60082,CanSino,3
2021-03-21,Argentina,South America,51631,2328586,994,60082,Moderna,2
2021-03-21,Argentina,South America,51631,2328586,994,60082,AstraZeneca,563789
2021-03-21,Argentina,South America,51631,2328586,994,60082,Pfizer-BioNTech,2
2021-03-21,Argentina,South America,51631,2328586,994,60082,Sinopharm,729408
2021-03-21,Argentina,South America,51631,2328586,994,60082,Sputnik V,2025244
2021-03-28,Argentina,South America,71481,2400067,1259,61341,CanSino,3
2021-03-28,Argentina,South America,71481,2400067,1259,61341,Moderna,2
2021-03-28,Argentina,South America,71481,2400067,1259,61341,AstraZeneca,576984
2021-03-28,Argentina,South America,71481,2400067,1259,61341,Pfizer-BioNTech,2
2021-03-28,Argentina,South America,71481,2400067,1259,61341,Sinopharm,786314
2021-03-28,Argentina,South America,71481,2400067,1259,61341,Sputnik V,2454605
2021-04-04,Argentina,South America,93977,2494044,1654,62995,CanSino,3
2021-04-04,Argentina,South America,93977,2494044,1654,62995,Moderna,3
2021-04-04,Argentina,South America,93977,2494044,1654,62995,AstraZeneca,674751
2021-04-04,Argentina,South America,93977,2494044,1654,62995,Pfizer-BioNTech,3
2021-04-04,Argentina,South America,93977,2494044,1654,62995,Sinopharm,829152
2021-04-04,Argentina,South America,93977,2494044,1654,62995,Sputnik V,3080238
2021-04-11,Argentina,South America,153369,2647413,2619,65614,CanSino,3
2021-04-11,Argentina,South America,153369,2647413,2619,65614,Moderna,3
2021-04-11,Argentina,South America,153369,2647413,2619,65614,AstraZeneca,813297
2021-04-11,Argentina,South America,153369,2647413,2619,65614,Pfizer-BioNTech,4
2021-04-11,Argentina,South America,153369,2647413,2619,65614,Sinopharm,1416282
2021-04-11,Argentina,South America,153369,2647413,2619,65614,Sputnik V,3570164
2021-04-18,Argentina,South America,164523,2811936,3293,68907,CanSino,3
2021-04-18,Argentina,South America,164523,2811936,3293,68907,Moderna,4
2021-04-18,Argentina,South America,164523,2811936,3293,68907,AstraZeneca,847565
2021-04-18,Argentina,South America,164523,2811936,3293,68907,Pfizer-BioNTech,4
2021-04-18,Argentina,South America,164523,2811936,3293,68907,Sinopharm,1776927
2021-04-18,Argentina,South America,164523,2811936,3293,68907,Sputnik V,4054872
2021-04-25,Argentina,South America,165754,2977690,3470,72377,CanSino,6
2021-04-25,Argentina,South America,165754,2977690,3470,72377,Moderna,4
2021-04-25,Argentina,South America,165754,2977690,3470,72377,AstraZeneca,1357532
2021-04-25,Argentina,South America,165754,2977690,3470,72377,Pfizer-BioNTech,5
2021-04-25,Argentina,South America,165754,2977690,3470,72377,Sinopharm,1878633
2021-04-25,Argentina,South America,165754,2977690,3470,72377,Sputnik V,4344280
2021-05-02,Argentina,South America,141493,3119183,3115,75492,CanSino,6
2021-05-02,Argentina,South America,141493,3119183,3115,75492,Moderna,4
2021-05-02,Argentina,South America,141493,3119183,3115,75492,AstraZeneca,1622804
2021-05-02,Argentina,South America,141493,3119183,3115,75492,Pfizer-BioNTech,5
2021-05-02,Argentina,South America,141493,3119183,3115,75492,Sinopharm,2015544
2021-05-02,Argentina,South America,141493,3119183,3115,75492,Sputnik V,4758259
2021-05-09,Argentina,South America,144708,3263891,3189,78681,CanSino,7
2021-05-09,Argentina,South America,144708,3263891,3189,78681,Moderna,4
2021-05-09,Argentina,South America,144708,3263891,3189,78681,AstraZeneca,1732397
2021-05-09,Argentina,South America,144708,3263891,3189,78681,Pfizer-BioNTech,6
2021-05-09,Argentina,South America,144708,3263891,3189,78681,Sinopharm,2467680
2021-05-09,Argentina,South America,144708,3263891,3189,78681,Sputnik V,5348871
2021-05-16,Argentina,South America,165989,3429880,3641,82322,CanSino,7
2021-05-16,Argentina,South America,165989,3429880,3641,82322,Moderna,6
2021-05-16,Argentina,South America,165989,3429880,3641,82322,AstraZeneca,1775721
2021-05-16,Argentina,South America,165989,3429880,3641,82322,Pfizer-BioNTech,7
2021-05-16,Argentina,South America,165989,3429880,3641,82322,Sinopharm,3126469
2021-05-16,Argentina,South America,165989,3429880,3641,82322,Sputnik V,5677394
2021-05-23,Argentina,South America,234660,3664540,4516,86838,CanSino,7
2021-05-23,Argentina,South America,234660,3664540,4516,86838,Moderna,6
2021-05-23,Argentina,South America,234660,3664540,4516,86838,AstraZeneca,1821711
2021-05-23,Argentina,South America,234660,3664540,4516,86838,Pfizer-BioNTech,8
2021-05-23,Argentina,South America,234660,3664540,4516,86838,Sinopharm,3480569
2021-05-23,Argentina,South America,234660,3664540,4516,86838,Sputnik V,6335149
2021-05-30,Argentina,South America,208332,3872872,4339,91177,CanSino,7
2021-05-30,Argentina,South America,208332,3872872,4339,91177,Moderna,6
2021-05-30,Argentina,South America,208332,3872872,4339,91177,AstraZeneca,2178326
2021-05-30,Argentina,South America,208332,3872872,4339,91177,Pfizer-BioNTech,9
2021-05-30,Argentina,South America,208332,3872872,4339,91177,Sinopharm,3610294
2021-05-30,Argentina,South America,208332,3872872,4339,91177,Sputnik V,6924888
2021-06-06,Argentina,South America,195205,4068077,3978,95155,CanSino,8
2021-06-06,Argentina,South America,195205,4068077,3978,95155,Moderna,6
2021-06-06,Argentina,South America,195205,4068077,3978,95155,AstraZeneca,3610886
2021-06-06,Argentina,South America,195205,4068077,3978,95155,Pfizer-BioNTech,9
2021-06-06,Argentina,South America,195205,4068077,3978,95155,Sinopharm,3688524
2021-06-06,Argentina,South America,195205,4068077,3978,95155,Sputnik V,7638208
2021-06-13,Argentina,South America,162769,4230846,3317,98472,CanSino,8
2021-06-13,Argentina,South America,162769,4230846,3317,98472,Moderna,7
2021-06-13,Argentina,South America,162769,4230846,3317,98472,AstraZeneca,4944874
2021-06-13,Argentina,South America,162769,4230846,3317,98472,Pfizer-BioNTech,9
2021-06-13,Argentina,South America,162769,4230846,3317,98472,Sinopharm,3743320
2021-06-13,Argentina,South America,162769,4230846,3317,98472,Sputnik V,8313424
2021-06-20,Argentina,South America,137636,4368482,2694,101166,CanSino,8
2021-06-20,Argentina,South America,137636,4368482,2694,101166,Moderna,8
2021-06-20,Argentina,South America,137636,4368482,2694,101166,AstraZeneca,6204046
2021-06-20,Argentina,South America,137636,4368482,2694,101166,Pfizer-BioNTech,11
2021-06-20,Argentina,South America,137636,4368482,2694,101166,Sinopharm,3779508
2021-06-20,Argentina,South America,137636,4368482,2694,101166,Sputnik V,8845053
2021-06-27,Argentina,South America,133147,4501629,2532,103698,CanSino,9
2021-06-27,Argentina,South America,133147,4501629,2532,103698,Moderna,8
2021-06-27,Argentina,South America,133147,4501629,2532,103698,AstraZeneca,7449734
2021-06-27,Argentina,South America,133147,4501629,2532,103698,Pfizer-BioNTech,12
2021-06-27,Argentina,South America,133147,4501629,2532,103698,Sinopharm,4143383
2021-06-27,Argentina,South America,133147,4501629,2532,103698,Sputnik V,9128478
2021-07-04,Argentina,South America,125444,4627073,2169,105867,CanSino,10
2021-07-04,Argentina,South America,125444,4627073,2169,105867,Moderna,8
2021-07-04,Argentina,South America,125444,4627073,2169,105867,AstraZeneca,8860303
2021-07-04,Argentina,South America,125444,4627073,2169,105867,Pfizer-BioNTech,12
2021-07-04,Argentina,South America,125444,4627073,2169,105867,Sinopharm,4992107
2021-07-04,Argentina,South America,125444,4627073,2169,105867,Sputnik V,9371797
2021-07-11,Argentina,South America,108881,4735954,1889,107756,CanSino,10
2021-07-11,Argentina,South America,108881,4735954,1889,107756,Moderna,17
2021-07-11,Argentina,South America,108881,4735954,1889,107756,AstraZeneca,9902353
2021-07-11,Argentina,South America,108881,4735954,1889,107756,Pfizer-BioNTech,12
2021-07-11,Argentina,South America,108881,4735954,1889,107756,Sinopharm,5605362
2021-07-11,Argentina,South America,108881,4735954,1889,107756,Sputnik V,10211544
2021-07-18,Argentina,South America,105110,4841064,1782,109538,CanSino,10
2021-07-18,Argentina,South America,105110,4841064,1782,109538,Moderna,17
2021-07-18,Argentina,South America,105110,4841064,1782,109538,AstraZeneca,10335902
2021-07-18,Argentina,South America,105110,4841064,1782,109538,Pfizer-BioNTech,14
2021-07-18,Argentina,South America,105110,4841064,1782,109538,Sinopharm,6890488
2021-07-18,Argentina,South America,105110,4841064,1782,109538,Sputnik V,11017457
2021-07-25,Argentina,South America,88348,4929412,1367,110905,CanSino,12
2021-07-25,Argentina,South America,88348,4929412,1367,110905,Moderna,59
2021-07-25,Argentina,South America,88348,4929412,1367,110905,AstraZeneca,10761260
2021-07-25,Argentina,South America,88348,4929412,1367,110905,Pfizer-BioNTech,14
2021-07-25,Argentina,South America,88348,4929412,1367,110905,Sinopharm,8474635
2021-07-25,Argentina,South America,88348,4929412,1367,110905,Sputnik V,11459543
2021-08-01,Argentina,South America,87225,5016637,1205,112110,CanSino,12
2021-08-01,Argentina,South America,87225,5016637,1205,112110,Moderna,2209
2021-08-01,Argentina,South America,87225,5016637,1205,112110,AstraZeneca,11515766
2021-08-01,Argentina,South America,87225,5016637,1205,112110,Pfizer-BioNTech,16
2021-08-01,Argentina,South America,87225,5016637,1205,112110,Sinopharm,10204293
2021-08-01,Argentina,South America,87225,5016637,1205,112110,Sputnik V,11561558
2021-08-08,Argentina,South America,80437,5097074,1157,113267,CanSino,15
2021-08-08,Argentina,South America,80437,5097074,1157,113267,Moderna,197639
2021-08-08,Argentina,South America,80437,5097074,1157,113267,AstraZeneca,12307200
2021-08-08,Argentina,South America,80437,5097074,1157,113267,Pfizer-BioNTech,18
2021-08-08,Argentina,South America,80437,5097074,1157,113267,Sinopharm,11675040
2021-08-08,Argentina,South America,80437,5097074,1157,113267,Sputnik V,11628969
2021-08-15,Argentina,South America,62306,5159380,893,114160,CanSino,16
2021-08-15,Argentina,South America,62306,5159380,893,114160,Moderna,1071561
2021-08-15,Argentina,South America,62306,5159380,893,114160,AstraZeneca,13106939
2021-08-15,Argentina,South America,62306,5159380,893,114160,Pfizer-BioNTech,19
2021-08-15,Argentina,South America,62306,5159380,893,114160,Sinopharm,12176840
2021-08-15,Argentina,South America,62306,5159380,893,114160,Sputnik V,11853480
2021-08-22,Argentina,South America,47254,5206634,684,114844,CanSino,16
2021-08-22,Argentina,South America,47254,5206634,684,114844,Moderna,1688309
2021-08-22,Argentina,South America,47254,5206634,684,114844,AstraZeneca,13752198
2021-08-22,Argentina,South America,47254,5206634,684,114844,Pfizer-BioNTech,22
2021-08-22,Argentina,South America,47254,5206634,684,114844,Sinopharm,12546373
2021-08-22,Argentina,South America,47254,5206634,684,114844,Sputnik V,12575105
2021-08-29,Argentina,South America,38265,5244899,537,115381,CanSino,16
2021-08-29,Argentina,South America,38265,5244899,537,115381,Moderna,1983057
2021-08-29,Argentina,South America,38265,5244899,537,115381,AstraZeneca,14575921
2021-08-29,Argentina,South America,38265,5244899,537,115381,Pfizer-BioNTech,24
2021-08-29,Argentina,South America,38265,5244899,537,115381,Sinopharm,13654595
2021-08-29,Argentina,South America,38265,5244899,537,115381,Sputnik V,12952631
2021-09-05,Argentina,South America,28531,5273430,418,115799,CanSino,16
2021-09-05,Argentina,South America,28531,5273430,418,115799,Moderna,2351028
2021-09-05,Argentina,South America,28531,5273430,418,115799,AstraZeneca,15211495
2021-09-05,Argentina,South America,28531,5273430,418,115799,Pfizer-BioNTech,25
2021-09-05,Argentina,South America,28531,5273430,418,115799,Sinopharm,14706052
2021-09-05,Argentina,South America,28531,5273430,418,115799,Sputnik V,13603811
2021-09-12,Argentina,South America,19860,5293290,290,116089,CanSino,758
2021-09-12,Argentina,South America,19860,5293290,290,116089,Moderna,2575500
2021-09-12,Argentina,South America,19860,5293290,290,116089,AstraZeneca,16053560
2021-09-12,Argentina,South America,19860,5293290,290,116089,Pfizer-BioNTech,29
2021-09-12,Argentina,South America,19860,5293290,290,116089,Sinopharm,15429273
2021-09-12,Argentina,South America,19860,5293290,290,116089,Sputnik V,14038287
2021-09-19,Argentina,South America,14221,5307511,218,116307,CanSino,27607
2021-09-19,Argentina,South America,14221,5307511,218,116307,Moderna,2770255
2021-09-19,Argentina,South America,14221,5307511,218,116307,AstraZeneca,16781858
2021-09-19,Argentina,South America,14221,5307511,218,116307,Pfizer-BioNTech,19329
2021-09-19,Argentina,South America,14221,5307511,218,116307,Sinopharm,15819936
2021-09-19,Argentina,South America,14221,5307511,218,116307,Sputnik V,14671339
2021-09-26,Argentina,South America,10997,5318508,127,116434,CanSino,47126
2021-09-26,Argentina,South America,10997,5318508,127,116434,Moderna,2941979
2021-09-26,Argentina,South America,10997,5318508,127,116434,AstraZeneca,17251072
2021-09-26,Argentina,South America,10997,5318508,127,116434,Pfizer-BioNTech,136517
2021-09-26,Argentina,South America,10997,5318508,127,116434,Sinopharm,16250910
2021-09-26,Argentina,South America,10997,5318508,127,116434,Sputnik V,15233592
2021-10-03,Argentina,South America,9250,5327758,87,116521,CanSino,70286
2021-10-03,Argentina,South America,9250,5327758,87,116521,Moderna,3054412
2021-10-03,Argentina,South America,9250,5327758,87,116521,AstraZeneca,17916253
2021-10-03,Argentina,South America,9250,5327758,87,116521,Pfizer-BioNTech,223776
2021-10-03,Argentina,South America,9250,5327758,87,116521,Sinopharm,16696145
2021-10-03,Argentina,South America,9250,5327758,87,116521,Sputnik V,15664773
2021-10-10,Argentina,South America,6633,5334391,84,116605,CanSino,85247
2021-10-10,Argentina,South America,6633,5334391,84,116605,Moderna,3139264
2021-10-10,Argentina,South America,6633,5334391,84,116605,AstraZeneca,18340327
2021-10-10,Argentina,South America,6633,5334391,84,116605,Pfizer-BioNTech,393257
2021-10-10,Argentina,South America,6633,5334391,84,116605,Sinopharm,16949219
2021-10-10,Argentina,South America,6633,5334391,84,116605,Sputnik V,16040985
2021-10-17,Argentina,South America,7214,5341605,86,116691,CanSino,95450
2021-10-17,Argentina,South America,7214,5341605,86,116691,Moderna,3224154
2021-10-17,Argentina,South America,7214,5341605,86,116691,AstraZeneca,18537753
2021-10-17,Argentina,South America,7214,5341605,86,116691,Pfizer-BioNTech,783267
2021-10-17,Argentina,South America,7214,5341605,86,116691,Sinopharm,17820882
2021-10-17,Argentina,South America,7214,5341605,86,116691,Sputnik V,16495510
2021-10-24,Argentina,South America,8597,5350202,70,116761,CanSino,108526
2021-10-24,Argentina,South America,8597,5350202,70,116761,Moderna,3319825
2021-10-24,Argentina,South America,8597,5350202,70,116761,AstraZeneca,18716190
2021-10-24,Argentina,South America,8597,5350202,70,116761,Pfizer-BioNTech,1664535
2021-10-24,Argentina,South America,8597,5350202,70,116761,Sinopharm,18874304
2021-10-24,Argentina,South America,8597,5350202,70,116761,Sputnik V,16776789
2021-10-31,Argentina,South America,9024,5359226,62,116823,CanSino,117165
2021-10-31,Argentina,South America,9024,5359226,62,116823,Moderna,3379481
2021-10-31,Argentina,South America,9024,5359226,62,116823,AstraZeneca,18955928
2021-10-31,Argentina,South America,9024,5359226,62,116823,Pfizer-BioNTech,2199476
2021-10-31,Argentina,South America,9024,5359226,62,116823,Sinopharm,19815028
2021-10-31,Argentina,South America,9024,5359226,62,116823,Sputnik V,17047392
2021-11-07,Argentina,South America,8642,5367868,64,116887,CanSino,126338
2021-11-07,Argentina,South America,8642,5367868,64,116887,Moderna,3425186
2021-11-07,Argentina,South America,8642,5367868,64,116887,AstraZeneca,19308813
2021-11-07,Argentina,South America,8642,5367868,64,116887,Pfizer-BioNTech,2638106
2021-11-07,Argentina,South America,8642,5367868,64,116887,Sinopharm,20744832
2021-11-07,Argentina,South America,8642,5367868,64,116887,Sputnik V,17201516
2021-11-14,Argentina,South America,9415,5377283,82,116969,CanSino,132523
2021-11-14,Argentina,South America,9415,5377283,82,116969,Moderna,3460552
2021-11-14,Argentina,South America,9415,5377283,82,116969,AstraZeneca,20046656
2021-11-14,Argentina,South America,9415,5377283,82,116969,Pfizer-BioNTech,3014876
2021-11-14,Argentina,South America,9415,5377283,82,116969,Sinopharm,21417106
2021-11-14,Argentina,South America,9415,5377283,82,116969,Sputnik V,17316937
2021-11-21,Argentina,South America,10247,5387530,99,117068,CanSino,137690
2021-11-21,Argentina,South America,10247,5387530,99,117068,Moderna,3495289
2021-11-21,Argentina,South America,10247,5387530,99,117068,AstraZeneca,20585522
2021-11-21,Argentina,South America,10247,5387530,99,117068,Pfizer-BioNTech,3583347
2021-11-21,Argentina,South America,10247,5387530,99,117068,Sinopharm,22264344
2021-11-21,Argentina,South America,10247,5387530,99,117068,Sputnik V,17415862
2021-11-28,Argentina,South America,11855,5399385,114,117182,CanSino,142146
2021-11-28,Argentina,South America,11855,5399385,114,117182,Moderna,3521252
2021-11-28,Argentina,South America,11855,5399385,114,117182,AstraZeneca,21079508
2021-11-28,Argentina,South America,11855,5399385,114,117182,Pfizer-BioNTech,3942371
2021-11-28,Argentina,South America,11855,5399385,114,117182,Sinopharm,22981108
2021-11-28,Argentina,South America,11855,5399385,114,117182,Sputnik V,17499697
2021-12-05,Argentina,South America,15763,5415148,117,117299,CanSino,149385
2021-12-05,Argentina,South America,15763,5415148,117,117299,Moderna,3537656
2021-12-05,Argentina,South America,15763,5415148,117,117299,AstraZeneca,21851372
2021-12-05,Argentina,South America,15763,5415148,117,117299,Pfizer-BioNTech,4319411
2021-12-05,Argentina,South America,15763,5415148,117,117299,Sinopharm,23744817
2021-12-05,Argentina,South America,15763,5415148,117,117299,Sputnik V,17634454
2021-12-12,Argentina,South America,20177,5435325,135,117434,CanSino,161368
2021-12-12,Argentina,South America,20177,5435325,135,117434,Moderna,3538023
2021-12-12,Argentina,South America,20177,5435325,135,117434,AstraZeneca,22435714
2021-12-12,Argentina,South America,20177,5435325,135,117434,Pfizer-BioNTech,4664566
2021-12-12,Argentina,South America,20177,5435325,135,117434,Sinopharm,24326647
2021-12-12,Argentina,South America,20177,5435325,135,117434,Sputnik V,17753509
2021-12-19,Argentina,South America,37801,5473126,163,117597,CanSino,173879
2021-12-19,Argentina,South America,37801,5473126,163,117597,Moderna,3538515
2021-12-19,Argentina,South America,37801,5473126,163,117597,AstraZeneca,23331711
2021-12-19,Argentina,South America,37801,5473126,163,117597,Pfizer-BioNTech,5060487
2021-12-19,Argentina,South America,37801,5473126,163,117597,Sinopharm,24828068
2021-12-19,Argentina,South America,37801,5473126,163,117597,Sputnik V,17935138
2021-12-26,Argentina,South America,86790,5559916,233,117830,CanSino,183721
2021-12-26,Argentina,South America,86790,5559916,233,117830,Moderna,3538780
2021-12-26,Argentina,South America,86790,5559916,233,117830,AstraZeneca,23826777
2021-12-26,Argentina,South America,86790,5559916,233,117830,Pfizer-BioNTech,5438422
2021-12-26,Argentina,South America,86790,5559916,233,117830,Sinopharm,25155193
2021-12-26,Argentina,South America,86790,5559916,233,117830,Sputnik V,18046791
2022-01-02,Argentina,South America,262012,5821928,421,118251,CanSino,205483
2022-01-02,Argentina,South America,262012,5821928,421,118251,Moderna,3539648
2022-01-02,Argentina,South America,262012,5821928,421,118251,AstraZeneca,24478456
2022-01-02,Argentina,South America,262012,5821928,421,118251,Pfizer-BioNTech,6170738
2022-01-02,Argentina,South America,262012,5821928,421,118251,Sinopharm,25556393
2022-01-02,Argentina,South America,262012,5821928,421,118251,Sputnik V,18247328
2022-01-09,Argentina,South America,647721,6469649,1003,119254,CanSino,257231
2022-01-09,Argentina,South America,647721,6469649,1003,119254,Moderna,3543110
2022-01-09,Argentina,South America,647721,6469649,1003,119254,AstraZeneca,25107037
2022-01-09,Argentina,South America,647721,6469649,1003,119254,Pfizer-BioNTech,7722966
2022-01-09,Argentina,South America,647721,6469649,1003,119254,Sinopharm,26120031
2022-01-09,Argentina,South America,647721,6469649,1003,119254,Sputnik V,18561380
2022-01-16,Argentina,South America,770687,7240336,1808,121062,CanSino,296912
2022-01-16,Argentina,South America,770687,7240336,1808,121062,Moderna,3812538
2022-01-16,Argentina,South America,770687,7240336,1808,121062,AstraZeneca,25414320
2022-01-16,Argentina,South America,770687,7240336,1808,121062,Pfizer-BioNTech,8979062
2022-01-16,Argentina,South America,770687,7240336,1808,121062,Sinopharm,26533149
2022-01-16,Argentina,South America,770687,7240336,1808,121062,Sputnik V,18979486
2022-01-23,Argentina,South America,727782,7968118,2464,123526,CanSino,354651
2022-01-23,Argentina,South America,727782,7968118,2464,123526,Moderna,4343834
2022-01-23,Argentina,South America,727782,7968118,2464,123526,AstraZeneca,25519643
2022-01-23,Argentina,South America,727782,7968118,2464,123526,Pfizer-BioNTech,9852136
2022-01-23,Argentina,South America,727782,7968118,2464,123526,Sinopharm,26856561
2022-01-23,Argentina,South America,727782,7968118,2464,123526,Sputnik V,19339643
2022-01-30,Argentina,South America,432304,8400422,1988,125514,CanSino,427369
2022-01-30,Argentina,South America,432304,8400422,1988,125514,Moderna,4876617
2022-01-30,Argentina,South America,432304,8400422,1988,125514,AstraZeneca,25575498
2022-01-30,Argentina,South America,432304,8400422,1988,125514,Pfizer-BioNTech,10583619
2022-01-30,Argentina,South America,432304,8400422,1988,125514,Sinopharm,27169999
2022-01-30,Argentina,South America,432304,8400422,1988,125514,Sputnik V,19630573
2022-02-06,Argentina,South America,226829,8627251,1212,126726,CanSino,471020
2022-02-06,Argentina,South America,226829,8627251,1212,126726,Moderna,5376004
2022-02-06,Argentina,South America,226829,8627251,1212,126726,AstraZeneca,25608942
2022-02-06,Argentina,South America,226829,8627251,1212,126726,Pfizer-BioNTech,11335094
2022-02-06,Argentina,South America,226829,8627251,1212,126726,Sinopharm,27421438
2022-02-06,Argentina,South America,226829,8627251,1212,126726,Sputnik V,19880388
2022-02-13,Argentina,South America,124665,8751916,628,127354,CanSino,505547
2022-02-13,Argentina,South America,124665,8751916,628,127354,Moderna,5660397
2022-02-13,Argentina,South America,124665,8751916,628,127354,AstraZeneca,25634649
2022-02-13,Argentina,South America,124665,8751916,628,127354,Pfizer-BioNTech,12119776
2022-02-13,Argentina,South America,124665,8751916,628,127354,Sinopharm,27659930
2022-02-13,Argentina,South America,124665,8751916,628,127354,Sputnik V,20069682
2022-02-20,Argentina,South America,83236,8835152,454,127808,CanSino,532495
2022-02-20,Argentina,South America,83236,8835152,454,127808,Moderna,5884340
2022-02-20,Argentina,South America,83236,8835152,454,127808,AstraZeneca,25652687
2022-02-20,Argentina,South America,83236,8835152,454,127808,Pfizer-BioNTech,12721969
2022-02-20,Argentina,South America,83236,8835152,454,127808,Sinopharm,27868594
2022-02-20,Argentina,South America,83236,8835152,454,127808,Sputnik V,20212569
2022-02-27,Argentina,South America,64211,8899363,223,128031,CanSino,558849
2022-02-27,Argentina,South America,64211,8899363,223,128031,Moderna,6045246
2022-02-27,Argentina,South America,64211,8899363,223,128031,AstraZeneca,25668198
2022-02-27,Argentina,South America,64211,8899363,223,128031,Pfizer-BioNTech,13314643
2022-02-27,Argentina,South America,64211,8899363,223,128031,Sinopharm,28065595
2022-02-27,Argentina,South America,64211,8899363,223,128031,Sputnik V,20307114
2022-03-06,Argentina,South America,36613,8935976,113,128144,CanSino,571979
2022-03-06,Argentina,South America,36613,8935976,113,128144,Moderna,6130887
2022-03-06,Argentina,South America,36613,8935976,113,128144,AstraZeneca,25701973
2022-03-06,Argentina,South America,36613,8935976,113,128144,Pfizer-BioNTech,13666409
2022-03-06,Argentina,South America,36613,8935976,113,128144,Sinopharm,28142044
2022-03-06,Argentina,South America,36613,8935976,113,128144,Sputnik V,20329417
2022-03-13,Argentina,South America,31940,8967916,71,128215,CanSino,584009
2022-03-13,Argentina,South America,31940,8967916,71,128215,Moderna,6228294
2022-03-13,Argentina,South America,31940,8967916,71,128215,AstraZeneca,25806301
2022-03-13,Argentina,South America,31940,8967916,71,128215,Pfizer-BioNTech,14051424
2022-03-13,Argentina,South America,31940,8967916,71,128215,Sinopharm,28209726
2022-03-13,Argentina,South America,31940,8967916,71,128215,Sputnik V,20359018
2022-03-20,Argentina,South America,34029,9001945,51,128266,CanSino,597539
2022-03-20,Argentina,South America,34029,9001945,51,128266,Moderna,6353660
2022-03-20,Argentina,South America,34029,9001945,51,128266,AstraZeneca,25892229
2022-03-20,Argentina,South America,34029,9001945,51,128266,Pfizer-BioNTech,14403660
